claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023003542,DLR-016,3AKJGLDR7F1083,FLT-0013,DLR-016-TECH-08,2025-10-14,2025-10-13,2025,10,Q4,35167,Western Star 47X,2023,Base Warranty,Fuel economy degradation,3056.32,4.5,562.5,3618.82,2,Diagnosed and replaced EGR Cooler Assembly. Resealed Fuel Filter Housing. Verified repair and road tested.,Under Review,15,N,,,1080,7,,Y,API
WC-2023003543,DLR-017,3AKLHLDR1N1078,FLT-0018,DLR-017-TECH-12,2025-08-22,2025-08-20,2025,8,Q3,179573,Freightliner M2 106,2023,Goodwill,Vibration at highway speed,3248.53,6.8,850.0,4098.53,3,Overhauled High Pressure Fuel Pump. Diagnosed and replaced Door Latch Assembly. Resealed Starter Motor. Verified repair and road tested.,Submitted,36,N,,,513,29,,Y,Mobile App
WC-2023003544,DLR-016,3AKLHLDR7K1027,FLT-0023,DLR-016-TECH-07,2024-03-22,2024-03-18,2024,3,Q1,134496,Western Star 49X,2023,Extended Warranty,Brake warning indicator,3752.7,6.9,862.5,4615.2,2,Overhauled Air Compressor. Diagnosed and replaced EGR Cooler Assembly. Verified repair and road tested.,Approved,35,N,,,848,14,,Y,PRISM Manual Entry
WC-2023003545,DLR-018,3AKKGLDR7D1149,FLT-0012,DLR-018-TECH-02,2024-10-17,2024-10-17,2024,10,Q4,155453,Freightliner 108SD,2023,Base Warranty,Unusual noise from engine bay,4749.57,4.9,612.5,5362.07,2,Resealed Turbocharger Assembly. Inspected and repaired Alternator Assembly. Verified repair and road tested.,Rejected,33,N,,,1392,14,,Y,Mobile App
WC-2023003546,DLR-011,3AKKHLDR2M1140,FLT-0039,DLR-011-TECH-02,2024-03-01,2024-02-26,2024,3,Q1,159699,Freightliner M2 106,2022,Goodwill,DEF quality warning,2763.9,2.6,325.0,3088.9,2,Recalibrated Clutch Assembly. Recalibrated Driveshaft U-Joint. Verified repair and road tested.,Escalated,31,N,,,187,18,,N,PRISM Manual Entry
WC-2023003547,DLR-007,3AKKHLDR1O1146,FLT-0034,DLR-007-TECH-06,2023-12-27,2023-12-23,2023,12,Q4,440830,Freightliner M2 112,2024,Campaign/Recall,DEF quality warning,2892.19,3.9,487.5,3379.69,2,Resealed Wiring Harness - Engine. Cleaned and reinstalled Oil Cooler. Verified repair and road tested.,Rejected,14,N,,,1010,21,CAMP-0010,Y,API
WC-2023003548,DLR-006,3AKLHLDR0N1067,FLT-0012,DLR-006-TECH-09,2023-03-16,2023-03-12,2023,3,Q1,150624,Freightliner Cascadia,2023,Emissions Warranty,Oil pressure warning,600.76,1.9,237.5,838.26,1,Replaced NOx Sensor. Verified repair and road tested.,Approved,38,N,,,1993,14,,N,Mobile App
WC-2023003549,DLR-005,3AKKGLDR0P1055,FLT-0017,DLR-005-TECH-04,2023-10-17,2023-10-16,2023,10,Q4,371349,Freightliner Cascadia,2024,Base Warranty,Loss of power under load,1596.41,2.8,350.0,1946.41,1,Cleaned and reinstalled Intercooler. Verified repair and road tested.,Submitted,22,N,,,2150,16,,N,PRISM Manual Entry
WC-2023003550,DLR-016,3AKLGLDR7U1159,FLT-0021,DLR-016-TECH-03,2023-01-18,2023-01-14,2023,1,Q1,116658,Freightliner M2 112,2024,Emissions Warranty,Overheating at idle,3348.67,5.7,712.5,4061.17,2,Replaced EGR Cooler Assembly. Overhauled Coolant Pump. Verified repair and road tested.,Escalated,11,N,,,1704,20,,Y,API
WC-2023003551,DLR-018,3AKLGLDR1Q1133,FLT-0022,DLR-018-TECH-06,2024-02-27,2024-02-27,2024,2,Q1,426419,Western Star 47X,2022,Campaign/Recall,Oil pressure warning,3548.72,5.2,650.0,4198.72,2,Inspected and repaired SCR Catalyst. Replaced Air Compressor. Verified repair and road tested.,Approved,26,N,,,164,12,CAMP-0013,N,PRISM Batch Upload
WC-2023003552,DLR-010,3AKLHLDR0L1176,FLT-0021,DLR-010-TECH-10,2023-04-12,2023-04-06,2023,4,Q2,314126,Freightliner 108SD,2023,Extended Warranty,Electrical intermittent fault,598.24,2.1,262.5,860.74,1,Cleaned and reinstalled NOx Sensor. Verified repair and road tested.,Approved,39,N,,,1875,15,,N,PRISM Manual Entry
WC-2023003553,DLR-013,3AKKGLDR7D1145,FLT-0030,DLR-013-TECH-02,2024-03-06,2024-03-05,2024,3,Q1,76929,Freightliner M2 106,2023,Extended Warranty,AC not cooling,6674.41,2.7,337.5,7011.91,2,Cleaned and reinstalled SCR Catalyst. Recalibrated Fuel Injector (each). Verified repair and road tested.,Escalated,10,N,,,1556,28,,Y,PRISM Manual Entry
WC-2023003554,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-01,2024-10-11,2024-10-07,2024,10,Q4,348562,Western Star 49X,2024,Base Warranty,Hard starting in cold weather,5787.81,6.8,850.0,6637.81,3,Overhauled Alternator Assembly. Replaced DPF Filter Element. Resealed SCR Catalyst. Verified repair and road tested.,Rejected,13,N,,,1639,53,,N,PRISM Manual Entry
WC-2023003555,DLR-012,3AKLGLDR0K1172,FLT-0009,DLR-012-TECH-12,2025-12-01,2025-11-25,2025,12,Q4,359982,Freightliner Cascadia,2023,Extended Warranty,DPF regeneration failure,3694.59,4.3,537.5,4232.09,3,Replaced Driveshaft U-Joint. Overhauled NOx Sensor. Diagnosed and replaced SCR Catalyst. Verified repair and road tested.,Under Review,38,N,,,241,19,,Y,PRISM Manual Entry
WC-2023003556,DLR-016,3AKLGLDR7B1028,FLT-0025,DLR-016-TECH-06,2025-12-24,2025-12-20,2025,12,Q4,464736,Western Star 47X,2023,Goodwill,Fan clutch not engaging,3208.71,2.3,287.5,3496.21,1,Recalibrated Turbocharger Assembly. Verified repair and road tested.,Under Review,19,N,,,-227,8,,Y,PRISM Batch Upload
WC-2023003557,DLR-015,3AKJHLDR9F1173,FLT-0033,DLR-015-TECH-05,2025-01-19,2025-01-19,2025,1,Q1,344279,Freightliner M2 112,2024,Base Warranty,Battery not charging,2773.91,2.7,337.5,3111.41,1,Replaced EGR Cooler Assembly. Verified repair and road tested.,Under Review,16,N,,,1625,9,,N,Mobile App
WC-2023003558,DLR-007,3AKLHLDR7Y1023,FLT-0034,DLR-007-TECH-15,2023-09-27,2023-09-22,2023,9,Q3,167799,Freightliner Cascadia,2021,Campaign/Recall,Excessive exhaust smoke,5497.03,6.3,787.5,6284.53,3,Recalibrated High Pressure Fuel Pump. Inspected and repaired Fan Clutch Assembly. Replaced SCR Catalyst. Verified repair and road tested.,Submitted,40,N,,,-179,26,CAMP-0002,Y,API
WC-2023003559,DLR-014,3AKLGLDR7S1148,FLT-0026,DLR-014-TECH-06,2025-11-06,2025-11-03,2025,11,Q4,146944,Freightliner Cascadia,2023,Base Warranty,Hard starting in cold weather,2986.09,3.0,375.0,3361.09,1,Inspected and repaired EGR Cooler Assembly. Verified repair and road tested.,Under Review,39,N,,,-76,14,,N,PRISM Batch Upload
WC-2023003560,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-01,2025-10-01,2025-09-30,2025,10,Q4,285954,Freightliner 114SD,2024,Base Warranty,Coolant leak detected,189.54,3.1,387.5,577.04,1,Replaced ABS Sensor. Verified repair and road tested.,Approved,31,N,,,627,51,,N,Mobile App
WC-2023003561,DLR-011,3AKJHLDR7H1091,FLT-0016,DLR-011-TECH-02,2024-04-04,2024-03-28,2024,4,Q2,335192,Freightliner Cascadia,2022,Emissions Warranty,Oil pressure warning,2961.27,5.0,625.0,3586.27,2,Recalibrated SCR Catalyst. Overhauled ABS Sensor. Verified repair and road tested.,Approved,14,N,,,384,11,,N,Mobile App
WC-2023003562,DLR-002,3AKKGLDR0E1080,FLT-0005,DLR-002-TECH-02,2025-11-17,2025-11-17,2025,11,Q4,35573,Western Star 47X,2022,Campaign/Recall,DPF regeneration failure,6949.48,8.3,1037.5,7986.98,3,Overhauled Fan Clutch Assembly. Recalibrated Wiring Harness - Engine. Diagnosed and replaced ECM Module. Verified repair and road tested.,Escalated,5,N,,,-374,32,CAMP-0013,Y,PRISM Manual Entry
WC-2023003563,DLR-012,3AKLGLDR7R1190,FLT-0037,DLR-012-TECH-04,2024-02-13,2024-02-10,2024,2,Q1,37251,Western Star 47X,2023,Emissions Warranty,Unusual noise from engine bay,5125.03,4.4,550.0,5675.03,2,Overhauled NOx Sensor. Replaced ECM Module. Verified repair and road tested.,Submitted,37,N,,,465,28,,Y,API
WC-2023003564,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-02,2025-06-10,2025-06-06,2025,6,Q2,302706,Freightliner Cascadia,2022,Campaign/Recall,AC not cooling,230.23,1.1,137.5,367.73,1,Resealed Battery Disconnect Switch. Verified repair and road tested.,Submitted,36,N,,,-286,10,CAMP-0002,N,API
WC-2023003565,DLR-004,3AKJGLDR9E1059,FLT-0010,DLR-004-TECH-02,2025-09-26,2025-09-22,2025,9,Q3,406429,Freightliner Cascadia,2024,Base Warranty,ABS fault light,3682.14,4.0,500.0,4182.14,3,Cleaned and reinstalled Fuel Injector (each). Resealed Slack Adjuster. Replaced Driveshaft U-Joint. Verified repair and road tested.,Rejected,28,N,,,1300,11,,N,PRISM Manual Entry
WC-2023003566,DLR-011,3AKKHLDR4C1003,FLT-0022,DLR-011-TECH-03,2025-08-25,2025-08-25,2025,8,Q3,133576,Freightliner M2 112,2024,Policy Adjustment,Oil pressure warning,983.67,6.1,762.5,1746.17,2,Recalibrated ABS Sensor. Overhauled Fan Clutch Assembly. Verified repair and road tested.,Rejected,30,N,,,726,9,,N,PRISM Manual Entry
WC-2023003567,DLR-015,3AKJHLDR9F1173,FLT-0033,DLR-015-TECH-03,2025-03-08,2025-03-05,2025,3,Q1,360260,Freightliner M2 112,2024,Campaign/Recall,Transmission fault code,6106.05,8.2,1025.0,7131.05,3,Overhauled DEF Dosing Unit. Replaced EGR Cooler Assembly. Replaced DPF Filter Element. Verified repair and road tested.,Escalated,5,N,,,1577,10,CAMP-0004,Y,Mobile App
WC-2023003568,DLR-006,3AKLGLDR9D1154,FLT-0030,DLR-006-TECH-09,2025-07-12,2025-07-11,2025,7,Q3,429539,Freightliner M2 106,2022,Extended Warranty,Electrical intermittent fault,364.74,1.5,187.5,552.24,1,Resealed Fuel Filter Housing. Verified repair and road tested.,Submitted,3,N,,,741,20,,N,API
WC-2023003569,DLR-015,3AKJGLDR3B1076,FLT-0003,DLR-015-TECH-05,2023-01-19,2023-01-15,2023,1,Q1,259287,Western Star 47X,2023,Base Warranty,Fan clutch not engaging,5705.78,7.8,975.0,6680.78,3,Inspected and repaired Fan Clutch Assembly. Replaced Wiring Harness - Engine. Overhauled EGR Cooler Assembly. Verified repair and road tested.,Submitted,12,N,,,2031,14,,Y,PRISM Batch Upload
WC-2023003570,DLR-011,3AKLGLDR5M1182,FLT-0010,DLR-011-TECH-02,2025-05-03,2025-05-01,2025,5,Q2,17103,Freightliner Cascadia,2024,Policy Adjustment,Brake warning indicator,762.01,3.6,450.0,1212.01,1,Overhauled Fan Clutch Assembly. Verified repair and road tested.,Escalated,14,N,,,534,8,,N,API
WC-2023003571,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-03,2024-02-13,2024-02-06,2024,2,Q1,356176,Freightliner Cascadia,2021,Policy Adjustment,Oil pressure warning,291.72,0.7,87.5,379.22,1,Replaced Driveshaft U-Joint. Verified repair and road tested.,Submitted,5,N,,,-318,28,,N,Mobile App
WC-2023003572,DLR-004,3AKKGLDR4T1150,FLT-0023,DLR-004-TECH-05,2025-12-26,2025-12-21,2025,12,Q4,144264,Western Star 49X,2024,Base Warranty,Unusual noise from engine bay,653.34,2.5,312.5,965.84,1,Resealed NOx Sensor. Verified repair and road tested.,Escalated,14,N,,,335,7,,N,API
WC-2023003573,DLR-013,3AKLHLDR4A1034,FLT-0037,DLR-013-TECH-03,2024-12-21,2024-12-15,2024,12,Q4,398905,Freightliner Cascadia,2024,Base Warranty,Electrical intermittent fault,3362.39,5.8,725.0,4087.39,2,Recalibrated Air Compressor. Overhauled Clutch Assembly. Verified repair and road tested.,Submitted,16,N,,,1746,36,,Y,Mobile App
WC-2023003574,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-11,2025-03-22,2025-03-21,2025,3,Q1,297084,Western Star 49X,2023,Campaign/Recall,Oil pressure warning,4039.97,4.1,512.5,4552.47,2,Replaced SCR Catalyst. Diagnosed and replaced Oil Cooler. Verified repair and road tested.,Approved,12,N,,,522,20,CAMP-0008,Y,Mobile App
WC-2023003575,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-04,2024-08-13,2024-08-13,2024,8,Q3,327546,Western Star 49X,2024,Extended Warranty,Fan clutch not engaging,2921.71,6.9,862.5,3784.21,2,Inspected and repaired Radiator Assembly. Diagnosed and replaced Starter Motor. Verified repair and road tested.,Rejected,28,N,,,1698,54,,N,Mobile App
WC-2023003576,DLR-011,3AKJGLDR4H1144,FLT-0028,DLR-011-TECH-03,2023-02-21,2023-02-15,2023,2,Q1,363866,Freightliner 108SD,2023,Emissions Warranty,Transmission fault code,7274.62,5.1,637.5,7912.12,3,Diagnosed and replaced ECM Module. Recalibrated Battery Disconnect Switch. Replaced SCR Catalyst. Verified repair and road tested.,Approved,4,N,,,2125,11,,Y,Mobile App
WC-2023003577,DLR-019,3AKJHLDR8O1112,FLT-0035,DLR-019-TECH-02,2023-02-13,2023-02-09,2023,2,Q1,56763,Freightliner Cascadia,2024,Base Warranty,Electrical intermittent fault,4200.93,4.8,600.0,4800.93,2,Cleaned and reinstalled Clutch Assembly. Resealed DPF Filter Element. Verified repair and road tested.,Rejected,26,N,,,1557,22,,Y,API
WC-2023003578,DLR-017,3AKJGLDR5F1107,FLT-0030,DLR-017-TECH-10,2025-08-14,2025-08-13,2025,8,Q3,373685,Freightliner Cascadia,2023,Goodwill,DPF regeneration failure,2572.73,4.7,587.5,3160.23,2,Diagnosed and replaced ABS Sensor. Overhauled Clutch Assembly. Verified repair and road tested.,Escalated,30,N,,,43,18,,N,API
WC-2023003579,DLR-008,3AKLGLDR5L1063,FLT-0029,DLR-008-TECH-02,2024-07-20,2024-07-19,2024,7,Q3,332478,Freightliner Cascadia,2021,Extended Warranty,Hard starting in cold weather,782.79,3.2,400.0,1182.79,1,Diagnosed and replaced Fan Clutch Assembly. Verified repair and road tested.,Escalated,36,N,,,718,25,,N,PRISM Batch Upload
WC-2023003580,DLR-007,3AKLGLDR4B1155,FLT-0028,DLR-007-TECH-04,2024-09-18,2024-09-13,2024,9,Q3,48363,Western Star 49X,2023,Campaign/Recall,Fan clutch not engaging,3915.82,3.9,487.5,4403.32,2,Overhauled Wiring Harness - Engine. Overhauled High Pressure Fuel Pump. Verified repair and road tested.,Under Review,28,N,,,714,20,CAMP-0007,Y,API
WC-2023003581,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-01,2023-02-28,2023-02-26,2023,2,Q1,270514,Freightliner 114SD,2024,Extended Warranty,Electrical intermittent fault,2048.8,8.1,1012.5,3061.3,3,Inspected and repaired NOx Sensor. Inspected and repaired Brake Caliper Assembly. Resealed ABS Sensor. Verified repair and road tested.,Submitted,24,N,,,1573,52,,N,Mobile App
WC-2023003582,DLR-005,3AKLGLDR4O1053,FLT-0011,DLR-005-TECH-02,2024-10-19,2024-10-12,2024,10,Q4,163526,Freightliner Cascadia,2021,Extended Warranty,Check engine light on,4844.25,3.9,487.5,5331.75,2,Inspected and repaired Fuel Filter Housing. Diagnosed and replaced ECM Module. Verified repair and road tested.,Approved,31,N,,,-26,15,,N,PRISM Batch Upload
WC-2023003583,DLR-020,3AKLGLDR1A1171,FLT-0004,DLR-020-TECH-07,2024-02-20,2024-02-20,2024,2,Q1,175278,Western Star 49X,2024,Extended Warranty,Unusual noise from engine bay,1973.29,2.4,300.0,2273.29,1,Overhauled DPF Filter Element. Verified repair and road tested.,Escalated,31,N,,,1161,17,,N,PRISM Manual Entry
WC-2023003584,DLR-005,3AKKHLDR2G1036,FLT-0006,DLR-005-TECH-04,2023-10-16,2023-10-14,2023,10,Q4,286656,Western Star 47X,2023,Extended Warranty,DEF quality warning,6624.94,4.7,587.5,7212.44,3,Inspected and repaired High Pressure Fuel Pump. Replaced Wiring Harness - Engine. Replaced SCR Catalyst. Verified repair and road tested.,Approved,20,N,,,1681,9,,Y,PRISM Batch Upload
WC-2023003585,DLR-008,3AKLHLDR8U1041,FLT-0024,DLR-008-TECH-03,2024-06-05,2024-05-29,2024,6,Q2,80977,Freightliner M2 112,2024,Campaign/Recall,Vibration at highway speed,1162.17,2.6,325.0,1487.17,1,Inspected and repaired Oil Cooler. Verified repair and road tested.,Escalated,4,N,,,776,14,CAMP-0008,N,PRISM Batch Upload
WC-2023003586,DLR-015,3AKLGLDR5W1090,FLT-0014,DLR-015-TECH-07,2023-01-04,2022-12-30,2023,1,Q1,397237,Freightliner M2 112,2024,Extended Warranty,AC not cooling,630.82,2.0,250.0,880.82,1,Resealed NOx Sensor. Verified repair and road tested.,Escalated,18,N,,,1332,7,,N,PRISM Manual Entry
WC-2023003587,DLR-009,3AKJGLDR7Q1082,FLT-0016,DLR-009-TECH-04,2025-03-28,2025-03-24,2025,3,Q1,375216,Western Star 47X,2022,Campaign/Recall,Transmission fault code,2045.14,2.4,300.0,2345.14,1,Diagnosed and replaced DPF Filter Element. Verified repair and road tested.,Rejected,14,N,,,158,71,CAMP-0006,N,Mobile App
WC-2023003588,DLR-002,3AKLHLDR7Q1096,FLT-0003,DLR-002-TECH-12,2023-02-26,2023-02-19,2023,2,Q1,188830,Freightliner Cascadia,2021,Base Warranty,Vibration at highway speed,272.94,0.6,75.0,347.94,1,Cleaned and reinstalled Driveshaft U-Joint. Verified repair and road tested.,Under Review,8,N,,,239,27,,N,Mobile App
WC-2023003589,DLR-003,3AKLGLDR4G1166,FLT-0016,DLR-003-TECH-07,2025-09-22,2025-09-18,2025,9,Q3,222280,Western Star 47X,2022,Base Warranty,Unusual noise from engine bay,6132.19,7.2,900.0,7032.19,3,Resealed SCR Catalyst. Replaced Slack Adjuster. Diagnosed and replaced Transmission Control Module. Verified repair and road tested.,Rejected,25,N,,,765,33,,Y,API
WC-2023003590,DLR-010,3AKKHLDR7Y1068,FLT-0031,DLR-010-TECH-10,2025-12-07,2025-12-04,2025,12,Q4,230784,Freightliner Cascadia,2024,Extended Warranty,Check engine light on,344.34,1.4,175.0,519.34,1,Inspected and repaired Fuel Filter Housing. Verified repair and road tested.,Escalated,30,N,,,1342,16,,N,API
WC-2023003591,DLR-016,3AKJGLDR7F1083,FLT-0013,DLR-016-TECH-01,2024-03-02,2024-02-27,2024,3,Q1,33045,Western Star 47X,2023,Policy Adjustment,ABS fault light,5282.0,8.5,1062.5,6344.5,3,Resealed Intercooler. Replaced High Pressure Fuel Pump. Diagnosed and replaced Radiator Assembly. Verified repair and road tested.,Rejected,22,N,,,1671,8,,Y,PRISM Batch Upload
WC-2023003592,DLR-010,3AKLGLDR5R1006,FLT-0039,DLR-010-TECH-08,2024-11-14,2024-11-07,2024,11,Q4,343724,Freightliner Cascadia,2022,Goodwill,AC not cooling,1704.05,2.9,362.5,2066.55,1,Diagnosed and replaced Intercooler. Verified repair and road tested.,Rejected,75,Y,tier3_one_off,single_photo_reuse,1001,16,,N,Mobile App
WC-2023003593,DLR-014,3AKKHLDR6K1021,FLT-0032,DLR-014-TECH-05,2023-10-08,2023-10-05,2023,10,Q4,238622,Western Star 49X,2024,Extended Warranty,Loss of power under load,5771.21,6.6,825.0,6596.21,3,Diagnosed and replaced Clutch Assembly. Overhauled Coolant Pump. Replaced EGR Cooler Assembly. Verified repair and road tested.,Rejected,5,N,,,1387,11,,Y,PRISM Batch Upload
WC-2023003594,DLR-015,3AKJGLDR8X1047,FLT-0033,DLR-015-TECH-03,2025-11-03,2025-10-28,2025,11,Q4,196401,Freightliner M2 106,2022,Campaign/Recall,Excessive exhaust smoke,2884.02,5.9,737.5,3621.52,3,Replaced Door Latch Assembly. Diagnosed and replaced Slack Adjuster. Overhauled SCR Catalyst. Verified repair and road tested.,Under Review,11,N,,,-161,13,CAMP-0010,Y,API
WC-2023003595,DLR-005,3AKJHLDR3J1072,FLT-0036,DLR-005-TECH-06,2023-12-11,2023-12-11,2023,12,Q4,408763,Freightliner Cascadia,2024,Base Warranty,Vibration at highway speed,2667.13,1.6,200.0,2867.13,1,Replaced SCR Catalyst. Verified repair and road tested.,Approved,18,N,,,1945,8,,N,PRISM Batch Upload
WC-2023003596,DLR-008,3AKJGLDR4B1044,FLT-0038,DLR-008-TECH-04,2025-02-21,2025-02-21,2025,2,Q1,406670,Freightliner 108SD,2023,Campaign/Recall,AC not cooling,4044.81,4.1,512.5,4557.31,2,Diagnosed and replaced DPF Filter Element. Diagnosed and replaced High Pressure Fuel Pump. Verified repair and road tested.,Under Review,20,N,,,111,16,CAMP-0006,Y,PRISM Manual Entry
WC-2023003597,DLR-012,3AKLGLDR0K1172,FLT-0009,DLR-012-TECH-05,2025-04-21,2025-04-18,2025,4,Q2,366938,Freightliner Cascadia,2023,Extended Warranty,Vibration at highway speed,8257.15,3.1,387.5,8644.65,2,Diagnosed and replaced Differential Assembly. Overhauled Fuel Injector (each). Verified repair and road tested.,Submitted,24,N,,,465,20,,N,Mobile App
WC-2023003598,DLR-018,3AKJGLDR6Q1065,FLT-0025,DLR-018-TECH-04,2025-02-15,2025-02-11,2025,2,Q1,110888,Freightliner M2 106,2022,Base Warranty,Fuel economy degradation,2178.1,1.4,175.0,2353.1,1,Replaced High Pressure Fuel Pump. Verified repair and road tested.,Escalated,21,N,,,-207,10,,N,PRISM Batch Upload
WC-2023003599,DLR-018,3AKLGLDR1Q1133,FLT-0022,DLR-018-TECH-01,2024-04-14,2024-04-14,2024,4,Q2,443604,Western Star 47X,2022,Campaign/Recall,Loss of power under load,953.85,3.2,400.0,1353.85,1,Overhauled Air Compressor. Verified repair and road tested.,Rejected,8,N,,,117,13,CAMP-0013,N,PRISM Batch Upload
WC-2023003600,DLR-020,3AKLHLDR1M1108,FLT-0026,DLR-020-TECH-01,2025-08-07,2025-08-03,2025,8,Q3,153225,Freightliner Cascadia,2023,Base Warranty,ABS fault light,678.37,1.6,200.0,878.37,2,Cleaned and reinstalled Cab Air Spring. Replaced Driveshaft U-Joint. Verified repair and road tested.,Escalated,12,N,,,257,23,,N,PRISM Batch Upload
WC-2023003601,DLR-004,3AKLHLDR4Q1019,FLT-0030,DLR-004-TECH-06,2025-08-11,2025-08-06,2025,8,Q3,38950,Freightliner M2 112,2024,Policy Adjustment,Check engine light on,398.64,1.2,150.0,548.64,1,Recalibrated Cab Air Spring. Verified repair and road tested.,Under Review,35,N,,,1520,16,,N,PRISM Manual Entry
WC-2023003602,DLR-010,3AKLGLDR5R1006,FLT-0039,DLR-010-TECH-10,2025-05-04,2025-05-01,2025,5,Q2,331433,Freightliner Cascadia,2022,Policy Adjustment,Turbo boost pressure low,1991.67,5.4,675.0,2666.67,2,Inspected and repaired Brake Caliper Assembly. Cleaned and reinstalled Starter Motor. Verified repair and road tested.,Submitted,38,N,,,830,17,,N,Mobile App
WC-2023003603,DLR-004,3AKKGLDR9O1057,FLT-0026,DLR-004-TECH-05,2023-02-26,2023-02-21,2023,2,Q1,242678,Freightliner M2 106,2022,Base Warranty,Excessive exhaust smoke,918.35,3.1,387.5,1305.85,2,Replaced Coolant Pump. Inspected and repaired Thermostat Housing. Verified repair and road tested.,Submitted,30,N,,,489,18,,N,PRISM Batch Upload
WC-2023003604,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-02,2027-06-19,2027-06-17,2024,9,Q3,269321,Freightliner 114SD,2024,Extended Warranty,Fuel economy degradation,2803.56,2.6,325.0,3128.56,2,Diagnosed and replaced SCR Catalyst. Inspected and repaired Driveshaft U-Joint. Verified repair and road tested.,Escalated,51,Y,tier3_one_off,warranty_edge_filing,1,53,,N,PRISM Manual Entry
WC-2023003605,DLR-012,3AKLGLDR7R1190,FLT-0037,DLR-012-TECH-02,2023-05-19,2023-05-19,2023,5,Q2,30750,Western Star 47X,2023,Extended Warranty,Oil pressure warning,736.31,3.6,450.0,1186.31,1,Diagnosed and replaced Fan Clutch Assembly. Verified repair and road tested.,Rejected,7,N,,,735,29,,N,Mobile App
WC-2023003606,DLR-009,3AKJGLDR7Q1082,FLT-0016,DLR-009-TECH-04,2024-01-06,2024-01-03,2024,1,Q1,373121,Western Star 47X,2022,Campaign/Recall,ABS fault light,4566.24,3.9,487.5,5053.74,2,Resealed Fuel Filter Housing. Recalibrated ECM Module. Verified repair and road tested.,Rejected,4,N,,,605,72,CAMP-0013,Y,PRISM Manual Entry
WC-2023003607,DLR-005,3AKLGLDR4O1053,FLT-0011,DLR-005-TECH-04,2025-05-01,2025-04-27,2025,5,Q2,134724,Freightliner Cascadia,2021,Base Warranty,Hard starting in cold weather,2787.52,1.8,225.0,3012.52,1,Replaced SCR Catalyst. Verified repair and road tested.,Under Review,10,N,,,-220,16,,N,API
WC-2023003608,DLR-010,3AKKGLDR4L1031,FLT-0002,DLR-010-TECH-10,2025-01-07,2025-01-03,2025,1,Q1,230070,Western Star 47X,2023,Campaign/Recall,Brake warning indicator,4605.12,4.2,525.0,5130.12,2,Cleaned and reinstalled DPF Filter Element. Recalibrated SCR Catalyst. Verified repair and road tested.,Escalated,36,N,,,1297,14,CAMP-0006,Y,Mobile App
WC-2023003609,DLR-018,3AKKGLDR1B1199,FLT-0017,DLR-018-TECH-10,2024-05-05,2024-04-30,2024,5,Q2,32990,Western Star 47X,2023,Extended Warranty,Overheating at idle,3470.16,3.9,487.5,3957.66,2,Replaced SCR Catalyst. Resealed NOx Sensor. Verified repair and road tested.,Under Review,14,N,,,515,8,,Y,PRISM Batch Upload
WC-2023003610,DLR-012,3AKLGLDR7R1190,FLT-0037,DLR-012-TECH-06,2023-08-27,2023-08-27,2023,8,Q3,42107,Western Star 47X,2023,Extended Warranty,Check engine light on,1148.61,2.4,300.0,1448.61,1,Resealed Brake Caliper Assembly. Verified repair and road tested.,Rejected,18,N,,,635,30,,N,PRISM Batch Upload
WC-2023003611,DLR-008,3AKKGLDR6W1135,FLT-0005,DLR-008-TECH-03,2025-09-22,2025-09-21,2025,9,Q3,51127,Freightliner 108SD,2023,Campaign/Recall,Check engine light on,4112.38,7.8,975.0,5087.38,3,Overhauled Brake Caliper Assembly. Inspected and repaired DPF Filter Element. Recalibrated Air Compressor. Verified repair and road tested.,Approved,34,N,,,236,18,CAMP-0006,Y,Mobile App
WC-2023003612,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-06,2024-08-24,2024-08-24,2024,8,Q3,376503,Freightliner Cascadia,2021,Base Warranty,Loss of power under load,5809.79,7.4,925.0,6734.79,3,Cleaned and reinstalled Oil Cooler. Cleaned and reinstalled SCR Catalyst. Cleaned and reinstalled Radiator Assembly. Verified repair and road tested.,Under Review,32,N,,,-511,29,,Y,API
WC-2023003613,DLR-005,3AKKHLDR8I1026,FLT-0005,DLR-005-TECH-03,2025-03-27,2025-03-25,2025,3,Q1,368910,Western Star 47X,2023,Extended Warranty,Electrical intermittent fault,6633.98,7.0,875.0,7508.98,3,Diagnosed and replaced SCR Catalyst. Inspected and repaired High Pressure Fuel Pump. Replaced DEF Dosing Unit. Verified repair and road tested.,Escalated,22,N,,,1107,16,,Y,API
